"Accession" "TF" "Tissue" "Cell" "IMPACT" "File" "CellDeriv"
"GSM1239493" "BCL6" "GI" "LoVo" "269" "PRJNA221287_GSM1239493_BCL6_peaks.narrowPeak" "Colon"
"GSM1239498" "E2F8" "GI" "LoVo" "270" "PRJNA221287_GSM1239498_E2F8_peaks.narrowPeak" "Colon"
"GSM1239502" "GMEB2" "GI" "LoVo" "271" "PRJNA221287_GSM1239502_GMEB2_peaks.narrowPeak" "Colon"
"GSM1239510" "JUNB" "GI" "LoVo" "272" "PRJNA221287_GSM1239510_JUNB_peaks.narrowPeak" "Colon"
"GSM1239523" "SOX2" "GI" "LoVo" "273" "PRJNA221287_GSM1239523_SOX2_peaks.narrowPeak" "Colon"
"GSM1239559" "CTCF" "GI" "LoVo" "255" "PRJNA221287_GSM1239559_CTCF_peaks.narrowPeak" "Colon"
"GSM1239588" "CTCF" "GI" "LoVo" "255" "PRJNA221287_GSM1239588_CTCF_peaks.narrowPeak" "Colon"
"GSM1239667" "XBP1" "BREAST" "T-47D" "274" "PRJNA221365_GSM1239667_XBP1_peaks.narrowPeak" "Breast"
"GSM1276191" "XBP1" "BREAST" "T-47D" "274" "PRJNA221365_GSM1276191_XBP1_peaks.narrowPeak" "Breast"
"GSM1276192" "XBP1" "BREAST" "Hs 578T" "275" "PRJNA221365_GSM1276192_XBP1_peaks.narrowPeak" "Breast"
"GSM1240813" "CTCF" "GI" "GP5d" "276" "PRJNA221781_GSM1240813_CTCF_peaks.narrowPeak" "Colon"
"GSM1240815" "HNF4A" "GI" "GP5d" "277" "PRJNA221781_GSM1240815_HNF4A_peaks.narrowPeak" "Colon"
"GSM1240819" "JUND" "GI" "GP5d" "278" "PRJNA221781_GSM1240819_JUND_peaks.narrowPeak" "Colon"
"GSM1240820" "KLF5" "GI" "GP5d" "279" "PRJNA221781_GSM1240820_KLF5_peaks.narrowPeak" "Colon"
"GSM1240821" "MYC" "GI" "GP5d" "280" "PRJNA221781_GSM1240821_MYC_peaks.narrowPeak" "Colon"
"GSM1240824" "REST" "GI" "GP5d" "281" "PRJNA221781_GSM1240824_REST_peaks.narrowPeak" "Colon"
"GSM1240825" "RFX2" "GI" "GP5d" "282" "PRJNA221781_GSM1240825_RFX2_peaks.narrowPeak" "Colon"
"GSM1240827" "CTCF" "GI" "GP5d" "276" "PRJNA221781_GSM1240827_CTCF_peaks.narrowPeak" "Colon"
"GSM1240829" "HNF4A" "GI" "GP5d" "277" "PRJNA221781_GSM1240829_HNF4A_peaks.narrowPeak" "Colon"
"GSM1240833" "JUND" "GI" "GP5d" "278" "PRJNA221781_GSM1240833_JUND_peaks.narrowPeak" "Colon"
"GSM1240834" "KLF5" "GI" "GP5d" "279" "PRJNA221781_GSM1240834_KLF5_peaks.narrowPeak" "Colon"
"GSM1240835" "MYC" "GI" "GP5d" "280" "PRJNA221781_GSM1240835_MYC_peaks.narrowPeak" "Colon"
"GSM1240838" "REST" "GI" "GP5d" "281" "PRJNA221781_GSM1240838_REST_peaks.narrowPeak" "Colon"
"GSM1240839" "RFX2" "GI" "GP5d" "282" "PRJNA221781_GSM1240839_RFX2_peaks.narrowPeak" "Colon"
"GSM1241752" "GATA3" "BREAST" "MCF-7" "154" "PRJNA222284_GSM1241752_GATA3_peaks.narrowPeak" "Breast"
"GSM1241754" "GATA3" "BREAST" "T-47D" "283" "PRJNA222284_GSM1241754_GATA3_peaks.narrowPeak" "Breast"
"GSM1241756" "GATA3" "BREAST" "MCF-7" "154" "PRJNA222284_GSM1241756_GATA3_peaks.narrowPeak" "Breast"
"GSM1241758" "GATA3" "BREAST" "T-47D" "283" "PRJNA222284_GSM1241758_GATA3_peaks.narrowPeak" "Breast"
"GSM1242266" "HNF4A" "GI" "LoVo" "284" "PRJNA222316_GSM1242266_HNF4A_peaks.narrowPeak" "Colon"
"GSM1242268" "KLF5" "GI" "LoVo" "285" "PRJNA222316_GSM1242268_KLF5_peaks.narrowPeak" "Colon"
"GSM1242269" "MYC" "GI" "LoVo" "286" "PRJNA222316_GSM1242269_MYC_peaks.narrowPeak" "Colon"
"GSM1242272" "HNF4A" "GI" "LoVo" "284" "PRJNA222316_GSM1242272_HNF4A_peaks.narrowPeak" "Colon"
"GSM1242274" "KLF5" "GI" "LoVo" "285" "PRJNA222316_GSM1242274_KLF5_peaks.narrowPeak" "Colon"
"GSM1242275" "MYC" "GI" "LoVo" "286" "PRJNA222316_GSM1242275_MYC_peaks.narrowPeak" "Colon"
"GSM1246713" "SMAD3" "LUNG" "NCI-H441" "287" "PRJNA223330_GSM1246713_SMAD3_peaks.narrowPeak" "Lung"
"GSM1246714" "SMAD3" "LUNG" "NCI-H441" "287" "PRJNA223330_GSM1246714_SMAD3_peaks.narrowPeak" "Lung"
"GSM1246718" "SMAD4" "LUNG" "NCI-H441" "288" "PRJNA223330_GSM1246718_SMAD4_peaks.narrowPeak" "Lung"
"GSM1246719" "SMAD4" "LUNG" "NCI-H441" "288" "PRJNA223330_GSM1246719_SMAD4_peaks.narrowPeak" "Lung"
"GSM1246721" "SMAD3" "LUNG" "A549" "289" "PRJNA223330_GSM1246721_SMAD3_peaks.narrowPeak" "Lung"
"GSM1250287" "SOX4" "NEURAL" "LN-229" "290" "PRJNA224286_GSM1250287_SOX4_peaks.narrowPeak" "Brain"
"GSM1250891" "KLF5" "GI" "YCC-3" "291" "PRJNA224585_GSM1250891_KLF5_peaks.narrowPeak" "Stomach"
"GSM1250892" "GATA4" "GI" "YCC-3" "292" "PRJNA224585_GSM1250892_GATA4_peaks.narrowPeak" "Stomach"
"GSM1250893" "GATA6" "GI" "YCC-3" "293" "PRJNA224585_GSM1250893_GATA6_peaks.narrowPeak" "Stomach"
"GSM1250895" "KLF5" "GI" "AGS" "294" "PRJNA224585_GSM1250895_KLF5_peaks.narrowPeak" "Stomach"
"GSM1250896" "GATA4" "GI" "AGS" "295" "PRJNA224585_GSM1250896_GATA4_peaks.narrowPeak" "Stomach"
"GSM1250897" "GATA6" "GI" "AGS" "296" "PRJNA224585_GSM1250897_GATA6_peaks.narrowPeak" "Stomach"
"GSM1250899" "KLF5" "GI" "KATO III" "297" "PRJNA224585_GSM1250899_KLF5_peaks.narrowPeak" "Stomach"
"GSM1250900" "GATA4" "GI" "KATO III" "298" "PRJNA224585_GSM1250900_GATA4_peaks.narrowPeak" "Stomach"
"GSM1250901" "GATA6" "GI" "KATO III" "299" "PRJNA224585_GSM1250901_GATA6_peaks.narrowPeak" "Stomach"
"GSM1255511" "GATA6" "GI" "AGS" "296" "PRJNA225860_GSM1255511_GATA6_peaks.narrowPeak" "Stomach"
"GSM1255513" "GATA6" "GI" "HuG1-N" "300" "PRJNA225860_GSM1255513_GATA6_peaks.narrowPeak" "Stomach"
"GSM1260312" "SOX11" "BLOOD" "GRANTA-519" "301" "PRJNA227024_GSM1260312_SOX11_peaks.narrowPeak" "B cell"
"GSM1260313" "SOX11" "BLOOD" "GRANTA-519" "301" "PRJNA227024_GSM1260313_SOX11_peaks.narrowPeak" "B cell"
"GSM1266815" "TEAD4" "STEMCELL" "hESC WA09" "302" "PRJNA228926_GSM1266815_TEAD4_peaks.narrowPeak" "Stem cell"
"GSM1266816" "TEAD4" "STEMCELL" "hESC WA09" "302" "PRJNA228926_GSM1266816_TEAD4_peaks.narrowPeak" "Stem cell"
"GSM1273199" "CTCF" "BLOOD" "Erythroblasts" "303" "PRJNA229562_GSM1273199_CTCF_peaks.narrowPeak" "Erythroblast"
"GSM1275921" "MIXL1" "BLOOD" "U-937" "304" "PRJNA230262_GSM1275921_MIXL1_peaks.narrowPeak" "Lymphocyte"
"GSM1275922" "MIXL1" "BLOOD" "U-937" "304" "PRJNA230262_GSM1275922_MIXL1_peaks.narrowPeak" "Lymphocyte"
"GSM1278240" "GATA1" "BLOOD" "CD34+" "24" "PRJNA230472_GSM1278240_GATA1_peaks.narrowPeak" "Hematopoietic progenitors "
"GSM1278242" "GFI1B" "BLOOD" "CD34+" "305" "PRJNA230472_GSM1278242_GFI1B_peaks.narrowPeak" "Hematopoietic progenitors "
"GSM1290146" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1290146_REST_peaks.narrowPeak" "B cell"
"GSM1290147" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1290147_REST_peaks.narrowPeak" "B cell"
"GSM1290148" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1290148_REST_peaks.narrowPeak" "B cell"
"GSM1290149" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1290149_REST_peaks.narrowPeak" "B cell"
"GSM1290150" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1290150_REST_peaks.narrowPeak" "B cell"
"GSM1290151" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1290151_REST_peaks.narrowPeak" "B cell"
"GSM1290152" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1290152_REST_peaks.narrowPeak" "B cell"
"GSM1290153" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1290153_REST_peaks.narrowPeak" "B cell"
"GSM1290154" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1290154_REST_peaks.narrowPeak" "B cell"
"GSM1290155" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1290155_REST_peaks.narrowPeak" "B cell"
"GSM1290156" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1290156_REST_peaks.narrowPeak" "B cell"
"GSM1290157" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1290157_REST_peaks.narrowPeak" "B cell"
"GSM1290158" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290158_REST_peaks.narrowPeak" "T cell"
"GSM1290159" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290159_REST_peaks.narrowPeak" "T cell"
"GSM1290160" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290160_REST_peaks.narrowPeak" "T cell"
"GSM1290161" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290161_REST_peaks.narrowPeak" "T cell"
"GSM1290162" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290162_REST_peaks.narrowPeak" "T cell"
"GSM1290163" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290163_REST_peaks.narrowPeak" "T cell"
"GSM1290164" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290164_REST_peaks.narrowPeak" "T cell"
"GSM1290165" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290165_REST_peaks.narrowPeak" "T cell"
"GSM1290166" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290166_REST_peaks.narrowPeak" "T cell"
"GSM1290167" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290167_REST_peaks.narrowPeak" "T cell"
"GSM1290168" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290168_REST_peaks.narrowPeak" "T cell"
"GSM1290169" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290169_REST_peaks.narrowPeak" "T cell"
"GSM1290170" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290170_REST_peaks.narrowPeak" "T cell"
"GSM1290171" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290171_REST_peaks.narrowPeak" "T cell"
"GSM1290172" "REST" "BLOOD" "Jurkat" "307" "PRJNA231848_GSM1290172_REST_peaks.narrowPeak" "T cell"
"GSM1333955" "GABPA" "BLOOD" "GM12878" "308" "PRJNA231848_GSM1333955_GABPA_peaks.narrowPeak" "B cell"
"GSM1333959" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333959_REST_peaks.narrowPeak" "B cell"
"GSM1333967" "SPI1" "BLOOD" "GM12878" "309" "PRJNA231848_GSM1333967_SPI1_peaks.narrowPeak" "B cell"
"GSM1333969" "GABPA" "BLOOD" "GM12878" "308" "PRJNA231848_GSM1333969_GABPA_peaks.narrowPeak" "B cell"
"GSM1333970" "GABPA" "BLOOD" "GM12878" "308" "PRJNA231848_GSM1333970_GABPA_peaks.narrowPeak" "B cell"
"GSM1333971" "GABPA" "BLOOD" "GM12878" "308" "PRJNA231848_GSM1333971_GABPA_peaks.narrowPeak" "B cell"
"GSM1333972" "GABPA" "BLOOD" "GM12878" "308" "PRJNA231848_GSM1333972_GABPA_peaks.narrowPeak" "B cell"
"GSM1333985" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333985_REST_peaks.narrowPeak" "B cell"
"GSM1333986" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333986_REST_peaks.narrowPeak" "B cell"
"GSM1333987" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333987_REST_peaks.narrowPeak" "B cell"
"GSM1333988" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333988_REST_peaks.narrowPeak" "B cell"
"GSM1333989" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333989_REST_peaks.narrowPeak" "B cell"
"GSM1333990" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333990_REST_peaks.narrowPeak" "B cell"
"GSM1333991" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333991_REST_peaks.narrowPeak" "B cell"
"GSM1333992" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333992_REST_peaks.narrowPeak" "B cell"
"GSM1333993" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333993_REST_peaks.narrowPeak" "B cell"
"GSM1333994" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333994_REST_peaks.narrowPeak" "B cell"
"GSM1333995" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333995_REST_peaks.narrowPeak" "B cell"
"GSM1333996" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333996_REST_peaks.narrowPeak" "B cell"
"GSM1333997" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333997_REST_peaks.narrowPeak" "B cell"
"GSM1333998" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333998_REST_peaks.narrowPeak" "B cell"
"GSM1333999" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1333999_REST_peaks.narrowPeak" "B cell"
"GSM1334000" "REST" "BLOOD" "GM12878" "306" "PRJNA231848_GSM1334000_REST_peaks.narrowPeak" "B cell"
"GSM1334005" "SPI1" "BLOOD" "GM12878" "309" "PRJNA231848_GSM1334005_SPI1_peaks.narrowPeak" "B cell"
"GSM1334006" "SPI1" "BLOOD" "GM12878" "309" "PRJNA231848_GSM1334006_SPI1_peaks.narrowPeak" "B cell"
"GSM1334007" "SPI1" "BLOOD" "GM12878" "309" "PRJNA231848_GSM1334007_SPI1_peaks.narrowPeak" "B cell"
"GSM1334008" "SPI1" "BLOOD" "GM12878" "309" "PRJNA231848_GSM1334008_SPI1_peaks.narrowPeak" "B cell"
"GSM1295590" "ESR1" "BREAST" "MCF-7" "15" "PRJNA232304_GSM1295590_ESR1_peaks.narrowPeak" "Breast"
"GSM1295591" "ESR1" "BREAST" "MCF-7" "15" "PRJNA232304_GSM1295591_ESR1_peaks.narrowPeak" "Breast"
"GSM1316337" "PDX1" "STEMCELL" "hESC derived mesendodermal cells" "310" "PRJNA236597_GSM1316337_PDX1_peaks.narrowPeak" "Mesendoderm"
"GSM1551464" "FOXA1" "STEMCELL" "hESC derived mesendodermal cells" "311" "PRJNA236597_GSM1551464_FOXA1_peaks.narrowPeak" "Mesendoderm"
"GSM1551465" "FOXA1" "STEMCELL" "hESC derived mesendodermal cells" "311" "PRJNA236597_GSM1551465_FOXA1_peaks.narrowPeak" "Mesendoderm"
"GSM1551466" "FOXA1" "STEMCELL" "hESC derived mesendodermal cells" "311" "PRJNA236597_GSM1551466_FOXA1_peaks.narrowPeak" "Mesendoderm"
"GSM1551467" "FOXA1" "STEMCELL" "hESC derived mesendodermal cells" "311" "PRJNA236597_GSM1551467_FOXA1_peaks.narrowPeak" "Mesendoderm"
"GSM1551468" "FOXA2" "STEMCELL" "hESC derived mesendodermal cells" "312" "PRJNA236597_GSM1551468_FOXA2_peaks.narrowPeak" "Mesendoderm"
"GSM1551469" "FOXA2" "STEMCELL" "hESC derived mesendodermal cells" "312" "PRJNA236597_GSM1551469_FOXA2_peaks.narrowPeak" "Mesendoderm"
"GSM1551470" "FOXA2" "STEMCELL" "hESC derived mesendodermal cells" "312" "PRJNA236597_GSM1551470_FOXA2_peaks.narrowPeak" "Mesendoderm"
"GSM1551471" "FOXA2" "STEMCELL" "hESC derived mesendodermal cells" "312" "PRJNA236597_GSM1551471_FOXA2_peaks.narrowPeak" "Mesendoderm"
"GSM1323573" "NR2C2" "BLOOD" "Erythroblasts" "313" "PRJNA237564_GSM1323573_NR2C2_peaks.narrowPeak" "Erythroblast"
"GSM1323574" "NR2C2" "BLOOD" "Erythroblasts" "313" "PRJNA237564_GSM1323574_NR2C2_peaks.narrowPeak" "Erythroblast"
"GSM1323575" "NR2C2" "BLOOD" "Erythroblasts" "313" "PRJNA237564_GSM1323575_NR2C2_peaks.narrowPeak" "Erythroblast"
"GSM1325246" "ESR1" "BREAST" "MCF-7" "15" "PRJNA237893_GSM1325246_ESR1_peaks.narrowPeak" "Breast"
"GSM1325247" "ESR1" "BREAST" "MCF-7" "15" "PRJNA237893_GSM1325247_ESR1_peaks.narrowPeak" "Breast"
"GSM1325248" "ESR1" "BREAST" "MCF-7" "15" "PRJNA237893_GSM1325248_ESR1_peaks.narrowPeak" "Breast"
"GSM1325249" "ESR1" "BREAST" "MCF-7" "15" "PRJNA237893_GSM1325249_ESR1_peaks.narrowPeak" "Breast"
"GSM1325250" "ESR1" "BREAST" "MCF-7" "15" "PRJNA237893_GSM1325250_ESR1_peaks.narrowPeak" "Breast"
"GSM1325251" "ESR1" "BREAST" "MCF-7" "15" "PRJNA237893_GSM1325251_ESR1_peaks.narrowPeak" "Breast"
"GSM1328978" "ERG" "PROSTATE" "VCaP" "68" "PRJNA238361_GSM1328978_ERG_peaks.narrowPeak" "Prostate"
"GSM1328979" "ERG" "PROSTATE" "VCaP" "68" "PRJNA238361_GSM1328979_ERG_peaks.narrowPeak" "Prostate"
"GSM1328980" "ERG" "PROSTATE" "VCaP" "68" "PRJNA238361_GSM1328980_ERG_peaks.narrowPeak" "Prostate"
"GSM1328981" "ERG" "PROSTATE" "VCaP" "68" "PRJNA238361_GSM1328981_ERG_peaks.narrowPeak" "Prostate"
"GSM1335528" "CTCF" "BLOOD" "THP-1" "314" "PRJNA239520_GSM1335528_CTCF_peaks.narrowPeak" "Monocyte"
"GSM1336145" "SNAI2" "SKIN" "Keratinocytes" "315" "PRJNA239547_GSM1336145_SNAI2_peaks.narrowPeak" "Keratinocyte"
"GSM1336146" "SNAI2" "SKIN" "Keratinocytes" "315" "PRJNA239547_GSM1336146_SNAI2_peaks.narrowPeak" "Keratinocyte"
"GSM1336147" "SNAI2" "SKIN" "Keratinocytes" "315" "PRJNA239547_GSM1336147_SNAI2_peaks.narrowPeak" "Keratinocyte"
"GSM1336148" "SNAI2" "SKIN" "Keratinocytes" "315" "PRJNA239547_GSM1336148_SNAI2_peaks.narrowPeak" "Keratinocyte"
"GSM1336151" "SNAI2" "SKIN" "Keratinocytes" "315" "PRJNA239547_GSM1336151_SNAI2_peaks.narrowPeak" "Keratinocyte"
"GSM1336152" "SNAI2" "SKIN" "Keratinocytes" "315" "PRJNA239547_GSM1336152_SNAI2_peaks.narrowPeak" "Keratinocyte"
"GSM1336153" "SNAI2" "SKIN" "Keratinocytes" "315" "PRJNA239547_GSM1336153_SNAI2_peaks.narrowPeak" "Keratinocyte"
"GSM1336154" "SNAI2" "SKIN" "Keratinocytes" "315" "PRJNA239547_GSM1336154_SNAI2_peaks.narrowPeak" "Keratinocyte"
"GSM1336155" "SNAI2" "SKIN" "Keratinocytes" "315" "PRJNA239547_GSM1336155_SNAI2_peaks.narrowPeak" "Keratinocyte"
"GSM1336156" "SNAI2" "SKIN" "Keratinocytes" "315" "PRJNA239547_GSM1336156_SNAI2_peaks.narrowPeak" "Keratinocyte"
"GSM1336157" "SNAI2" "SKIN" "Keratinocytes" "315" "PRJNA239547_GSM1336157_SNAI2_peaks.narrowPeak" "Keratinocyte"
"GSM1336158" "SNAI2" "SKIN" "Keratinocytes" "315" "PRJNA239547_GSM1336158_SNAI2_peaks.narrowPeak" "Keratinocyte"
"GSM1348521" "ESR1" "BREAST" "MCF-7" "15" "PRJNA241318_GSM1348521_ESR1_peaks.narrowPeak" "Breast"
"GSM1348522" "ESR1" "BREAST" "MCF-7" "15" "PRJNA241318_GSM1348522_ESR1_peaks.narrowPeak" "Breast"
"GSM1348523" "ESR1" "BREAST" "MCF-7" "15" "PRJNA241318_GSM1348523_ESR1_peaks.narrowPeak" "Breast"
"GSM1348524" "ESR1" "BREAST" "MCF-7" "15" "PRJNA241318_GSM1348524_ESR1_peaks.narrowPeak" "Breast"
"GSM1348525" "ESR1" "BREAST" "MCF-7" "15" "PRJNA241318_GSM1348525_ESR1_peaks.narrowPeak" "Breast"
"GSM1348526" "ESR1" "BREAST" "MCF-7" "15" "PRJNA241318_GSM1348526_ESR1_peaks.narrowPeak" "Breast"
"GSM1354438" "CTCF" "LUNG" "BEAS-2B" "316" "PRJNA242309_GSM1354438_CTCF_peaks.narrowPeak" "Lung"
"GSM1354439" "CTCF" "LUNG" "BEAS-2B" "316" "PRJNA242309_GSM1354439_CTCF_peaks.narrowPeak" "Lung"
"GSM1354836" "FOXA1" "PROSTATE" "VCaP" "317" "PRJNA242386_GSM1354836_FOXA1_peaks.narrowPeak" "Prostate"
"GSM1354837" "FOXA1" "PROSTATE" "VCaP" "317" "PRJNA242386_GSM1354837_FOXA1_peaks.narrowPeak" "Prostate"
"GSM1354838" "FOXA1" "PROSTATE" "VCaP" "317" "PRJNA242386_GSM1354838_FOXA1_peaks.narrowPeak" "Prostate"
"GSM1354839" "FOXA1" "PROSTATE" "VCaP" "317" "PRJNA242386_GSM1354839_FOXA1_peaks.narrowPeak" "Prostate"
"GSM1463461" "FOXA1" "PROSTATE" "VCaP" "317" "PRJNA242386_GSM1463461_FOXA1_peaks.narrowPeak" "Prostate"
"GSM1463462" "FOXA1" "PROSTATE" "VCaP" "317" "PRJNA242386_GSM1463462_FOXA1_peaks.narrowPeak" "Prostate"
"GSM1463463" "FOXA1" "PROSTATE" "VCaP" "317" "PRJNA242386_GSM1463463_FOXA1_peaks.narrowPeak" "Prostate"
"GSM1463464" "FOXA1" "PROSTATE" "VCaP" "317" "PRJNA242386_GSM1463464_FOXA1_peaks.narrowPeak" "Prostate"
"GSM1370274" "IRF4" "BLOOD" "OCI-LY-3" "318" "PRJNA244778_GSM1370274_IRF4_peaks.narrowPeak" "B cell"
"GSM1370275" "SPI1" "BLOOD" "OCI-LY-3" "319" "PRJNA244778_GSM1370275_SPI1_peaks.narrowPeak" "B cell"
"GSM1370279" "IRF4" "BLOOD" "OCI-LY-10" "320" "PRJNA244778_GSM1370279_IRF4_peaks.narrowPeak" "B cell"
"GSM1370280" "SPI1" "BLOOD" "OCI-LY-10" "321" "PRJNA244778_GSM1370280_SPI1_peaks.narrowPeak" "B cell"
"GSM1370283" "IRF4" "BLOOD" "NCI-H929" "322" "PRJNA244778_GSM1370283_IRF4_peaks.narrowPeak" "Multiple Myeloma"
"GSM1370284" "SPI1" "BLOOD" "NCI-H929" "323" "PRJNA244778_GSM1370284_SPI1_peaks.narrowPeak" "Multiple Myeloma"
"GSM1370287" "IRF4" "BLOOD" "OCI-LY-3" "318" "PRJNA244778_GSM1370287_IRF4_peaks.narrowPeak" "B cell"
"GSM1370288" "SPI1" "BLOOD" "OCI-LY-3" "319" "PRJNA244778_GSM1370288_SPI1_peaks.narrowPeak" "B cell"
"GSM1370291" "IRF4" "BLOOD" "OCI-LY-3" "318" "PRJNA244778_GSM1370291_IRF4_peaks.narrowPeak" "B cell"
"GSM1370292" "SPI1" "BLOOD" "OCI-LY-3" "319" "PRJNA244778_GSM1370292_SPI1_peaks.narrowPeak" "B cell"
"GSM1377533" "NR1H4" "LIVER" "Hepatocytes" "324" "PRJNA245958_GSM1377533_NR1H4_peaks.narrowPeak" "Hepatocyte"
"GSM1377535" "NR1H4" "LIVER" "Hepatocytes" "324" "PRJNA245958_GSM1377535_NR1H4_peaks.narrowPeak" "Hepatocyte"
"GSM1382049" "HSF1" "GI" "HCT 116" "325" "PRJNA246392_GSM1382049_HSF1_peaks.narrowPeak" "Colon"
"GSM1382050" "HSF1" "GI" "HCT 116" "325" "PRJNA246392_GSM1382050_HSF1_peaks.narrowPeak" "Colon"
"GSM1382052" "HSF1" "GI" "HCT 116" "325" "PRJNA246392_GSM1382052_HSF1_peaks.narrowPeak" "Colon"
"GSM1382054" "HSF1" "GI" "HCT 116" "325" "PRJNA246392_GSM1382054_HSF1_peaks.narrowPeak" "Colon"
"GSM1382055" "HSF1" "GI" "HCT 116" "325" "PRJNA246392_GSM1382055_HSF1_peaks.narrowPeak" "Colon"
"GSM1382057" "HSF1" "GI" "HCT 116" "325" "PRJNA246392_GSM1382057_HSF1_peaks.narrowPeak" "Colon"
"GSM1383877" "CTCF" "PROSTATE" "PC-3" "326" "PRJNA246552_GSM1383877_CTCF_peaks.narrowPeak" "Prostate"
"GSM1410770" "FOXP1" "PROSTATE" "VCaP" "327" "PRJNA252585_GSM1410770_FOXP1_peaks.narrowPeak" "Prostate"
"GSM1410771" "RUNX1" "PROSTATE" "VCaP" "328" "PRJNA252585_GSM1410771_RUNX1_peaks.narrowPeak" "Prostate"
"GSM1410775" "FOXA1" "PROSTATE" "VCaP" "317" "PRJNA252585_GSM1410775_FOXA1_peaks.narrowPeak" "Prostate"
"GSM1410776" "FOXA1" "PROSTATE" "VCaP" "317" "PRJNA252585_GSM1410776_FOXA1_peaks.narrowPeak" "Prostate"
"GSM1410788" "FOXA1" "PROSTATE" "LNCAP" "50" "PRJNA252585_GSM1410788_FOXA1_peaks.narrowPeak" "Prostate"
"GSM1410789" "FOXA1" "PROSTATE" "LNCAP" "50" "PRJNA252585_GSM1410789_FOXA1_peaks.narrowPeak" "Prostate"
"GSM1416931" "PDX1" "STEMCELL" "hESC derived mesendodermal cells" "310" "PRJNA253175_GSM1416931_PDX1_peaks.narrowPeak" "Mesendoderm"
"GSM1421017" "SPI1" "BLOOD" "Dendritic Cells" "329" "PRJNA253735_GSM1421017_SPI1_peaks.narrowPeak" "Dendritic cell"
"GSM1421019" "SPI1" "BLOOD" "Dendritic Cells" "329" "PRJNA253735_GSM1421019_SPI1_peaks.narrowPeak" "Dendritic cell"
"GSM1424526" "ETS1" "PROSTATE" "DU 145" "330" "PRJNA254144_GSM1424526_ETS1_peaks.narrowPeak" "Prostate"
"GSM1424527" "ELF1" "PROSTATE" "DU 145" "331" "PRJNA254144_GSM1424527_ELF1_peaks.narrowPeak" "Prostate"
"GSM1424528" "ELK4" "PROSTATE" "DU 145" "332" "PRJNA254144_GSM1424528_ELK4_peaks.narrowPeak" "Prostate"
"GSM1424529" "GABPA" "PROSTATE" "DU 145" "333" "PRJNA254144_GSM1424529_GABPA_peaks.narrowPeak" "Prostate"
"GSM1424530" "JUND" "PROSTATE" "DU 145" "334" "PRJNA254144_GSM1424530_JUND_peaks.narrowPeak" "Prostate"
"GSM1424531" "ETS1" "PANCREAS" "PANC-1" "335" "PRJNA254144_GSM1424531_ETS1_peaks.narrowPeak" "Pancreas"
"GSM1430922" "MYC" "GI" "LS-174T" "336" "PRJNA254756_GSM1430922_MYC_peaks.narrowPeak" "Colon"
